en;ru;kk;translation_key;is_preload
Sending details;Отправка реквизитов;Деректемелерді жөнелту;common_shippingRequisites;0
Account number is repeated;Номер счета повторяется;Шот нөмірі қайталанады;counterparty_accountNumberRepeated;0
To log in, click;Чтобы войти в систему, нажмите;Жүйеге кіру үшін басыңыз;errorpage419_message;0
Value date;Дата валютирования;Валюталау күні;paymentOrder_valueDate;0
Close an account;Закрыть счёт;Шотты жабу;actions_closeAccount;0
To log in, click;Чтобы войти в систему, нажмите;Жүйеге кіру үшін басыңыз;errorpage420_message;0
Change the category;Изменить категорию;Санатын өзгерту;CodeCategory_Change;0
Save a day;Сохранить день;Күнді сақтау;saveDay;0
Information;Информация;Ақпарат;common_information;0
Import;Импортировать;Импорттау;common.import;0
Invoices for me;Выставленные мне счета;Маған  ұсынылған шоттар;invoice_name;0
Purchase;Покупка;Сатып алу;PURCHASE;0
Period;Период;Кезең;paymentOrder_period;0
Included;Включено;Қосылған;notification_active;0
View and Editing of channel;Просмотр и редактирование канала;Арнаны қарау және редакциялау;viewingEditingChannel;0
Create a new type of deposit products;Создать новый Вид депозитных продуктов;Депозиттік өнімдердің жаңа түрін жасау;createNewDepositProductType;0
The field should be at least;Поле должно быть не меньше;Жол кем болмауы тиіс;common_minLength;0
Signing the document;Подписание документа;Құжатқа қол қою;docSigning_title;0
Are you sure you want to delete the system module №;Вы действительно хотите удалить Модуль системы №;Сіз шынымен № жүйенің Модулін өшіргіңіз келеді ме;sureYouWantDeleteSystemModule;0
Add account;Добавить счет;Шотты қосу;counterparty_addAccount;0
Bulk mailing;Массовая рассылка;Жаппай жіберу;multicasting_packEditTitle;0
Manager;Менеджер;Менеджер;managers_user;0
Latest prolongation;Последнне продление;Соңғы ұзарту;sessions_valid_to;0
events selected;событий выбрано;Оқиға таңдалды;events_X5selected;0
Last name;Фамилия;Тегі;customeruser_lastName;0
Cards;Карты;Карталар;navigation_corporatecards;0
New deposit;Новый депозит;Жаңа депозит;applyForNewDeposit;0
New;Новый;Жаңа ;common_new;0
All;Все;Бәрі;common_all;0
Credit details;Детали кредита;Кредиттің егжей-тегжейлері;creditDetails;0
Are you sure you want to delete the message type;Вы действительно хотите удалить Тип письма;Сіз шынымен Хаттың типін өшіргіңіз келеді ме;sureYouWantDeleteLetterType;0
Card details;Детали карты;Картаның егжей-тегжейлері;cardDetails;0
EDS;ЭЦП;ЭСҚ;login_factor_Signature;0
BIN of Organization;БИН организации;Ұйымның БСН;withdraw_org_bin;0
Number;Номер;Нөмір;paymentOrder_documentNumber;0
Counteractant viewing/editing ;Просмотр/редактирование контрагента;Контрагентті қарау / редакциялау ;counterparty_edit;0
Delete;Удалить;Алып тастау;common_delete;0
Monetary transactions;Денежные операции;Ақшалай операциялар;navigation_monetaryTransactions;0
