en;ru;uk;translation_key;output_channel
Specific day of month (choose one or many);Определенный день месяца (выберите один или несколько);Визначений день місяця (оберіть одну або декілька);jobs.Specific_day_of_month;W
Starting at hour;Начиная с часа;Починаючи з години;jobs.hour_starting_at_hour;W
Specific hour (choose one or many);Определенный час (выберите один или несколько);Визначена година (оберіть одну або декілька);jobs.Specific_hour;W
Every hour between hour;каждый час между часом;Кожну годину між годиною;jobs.Every_hour_between;W
and hour;и часом;і годиною;jobs.and_hour;W
By amount;По сумме;По сумі;by_amount;W
Expand filter;Раскрыть фильтр;Розкрити фільтр;expand_filter;W
Close filter;Скрыть фильтр;Приховати фільтр;close_filter;W
All receivers;Все получатели;Всі отримувачі;all_receivers;W
New;Новых;Нових;notifications_new;W
No new notifications;Нет новых уведомлений;Відсутні нові повідомлення;notifications_nonew;W
All accounts;Счета;Рахунки;all_accounts;W
All states;Все статусы;Всі статуси;all_states;W
All payers;Все плательщики;Всі платники;all_payers;W
Quick links properties;Настройка быстрых ссылок;Налаштування швидких посилань;quick_links_props;W
Exposed order;Мной счета;Мною рахунки;exposed_tab;W
Invoice;Мне счета;Мені рахунки;invoice_tab;W
