en;ru;kk;translation_key;output_channel
Types;Типы;Түрлер;authfactorcreate_types;W
Serial number;Серийный номер;Сериялық нөмірі;companyperson_certificate_sn;W
Amount;Сумма;Сомасы;limit_amount;W
Second value;Второе значение;Екінші мәні;secondValue;W
Constant groups;Группы констант;Константтар топтары;global_settings.constants.group.screen.list;W
Conversion;Конвертация;Айырбастау;navigation_conversion;W
This code already exist;Такой код не существует;Ондай код жоқ;paymentOrder_valid_codeNotExist;W
Save Template;Сохранить шаблон;Үлгіні сақтау;paymentOrder_updateTemplate;W
Brought forward balance;Входящий остаток;Кіріс қалдық;broughtForwardBalance;W
incorrect Password mask;Пароль не соответствует маске;Құпиясөз маскаға сәйкес келмейді;common_incorrectPass;W
Notification receivers;Получатели  уведомления;Хабарламаны алушылар;Notification_receivers;W
Block requisites: Payment details;Блок реквизитов: Детали платежа;Деректемелер блогы: Төлем егжей-тегжейі;paymentDetailsBlock;W
Valid to;Действует по;... дейін қолданыста болады;companyperson_certificate_to;W
No;Нет;Жоқ;boolean_false;W
Счет Отправителя;Счет Отправителя;Жіберушінің шоты;refunds.sender.acc;W
Account;Счет;Шот;paymentOrder_payerAccount;W
Fee details;Детали комисии;Комиссия егжей-тегжейі;intTransfer_feeDetail;W
Invoiced bills for payment;Invoiced bills for payment;Төлемге ұсынылған шоттар;invoiced.title;W
to;До;… дейін;common_to;W
Social contribution refund;Возврат по социальному отчислению;Әлеуметтік аударым бойынша қайтару;refunds.socialcontribution;W
Card unblocking reason;Причина разблокировки карты;Картаны бұғаттан шығару себебі;cardUnblockingReason;W
KBE;КБЕ;БеК;paymentOrder_recipientResidencyCode;W
Hide;Скрыть;Жасыру;common_hide;W
The day is updated!;День обновлён!;Күн жаңартылды!;dayIsUpdated;W
New password;Новый пароль;Жаңа құпиясөз;personal_newPass;W
rate to;Курс исполнения по;... орындау бағамы;accTransfer_rateTo;W
Chief Accountant;Главный Бухгалтер;Бас бухгалтер;CompanyPerson_ChiefAccountant;W
Balance of principal in the loan currency;Остаток основного долга в валюте займа;Қарыз валютасындағы негізгі борыштың қалдығы;balanceLoanCurrency;W
Manager;Менеджер;Менеджер;common_manager;W
Payers name;Наименование плательщика;Төлеушінің атауы;domTransfer_payerName;W
Name;Имя;Аты;login_name;W
Confirm;Подтвердить;Растау;common_confirm;W
Calendars;Календари;Күнтізбелер;calendars;W
Dictionary: Calendars;Справочник: Календари;Анықтамалық: Күнтізбелер;handbookCalendars;W
This field must have at least 1 char!;Это поле должно содержать 1 символ!;Бұл жолақта 1 таңба болуы тиіс!;common_field_atleast1char;W
Dictionary: Payment purpose;Справочник: Назначение платежа;Анықтамалық: Төлемді тағайындау;paymentOrder_handbookPaymentPurpose;W
ABS number;Номер АБС;АБС нөмірі;AbsNumber;W
Change phone;Изменить телефон;Телефонды өзгерту;personal_changePhone;W
Parameters;Параметры;Параметрлер;jobs.parameter.title;W
Last update time;Дата последнего обновления курсов;Бағамдардың соңғы жаңартылу күні;exchangeRates_lastUpdDateTime;W
Expiry;Действует до;... дейін қолданыста болады;sessions_expiry;W
