"id";"ru";"translation_key"
2394;"ТОО ""БиСмарт"" (besmart.kz)";ps_full_164
2395;ТОО Мир купонов;ps_full_165
2397;LR Health and Beauty Systems;ps_full_167
2398;ShopInfo.kz;ps_full_168
2399;ТОО «INFOSMS.KZ»;ps_full_169
2400;ТОО «Колёса» (www.kolesa,kz , www.krisha.kz);ps_full_170
2401;Газета Автомания;ps_full_171
2402;Газета Из рук в руки;ps_full_172
2403;Газета Работа Сегодня;ps_full_173
2404;ТОО «ЭВБИКА»;ps_full_174
2405;ТОО «Прометей-Б»;ps_full_175
2406;ТОО «Жедел-Сақшы»;ps_full_176
2407;Жедел Кузет ;ps_full_177
2408;ТОО Кузет-Моторс;ps_full_178
2409;ТОО Кузет-Техмонтаж;ps_full_179
2410;OLX.kz;ps_full_180
2411;"ТОО ""Орифлэйм""";ps_full_181
2412;AVON;ps_full_182
2413;"ТОО ""Фаберлик - Казахстан""";ps_full_183
2414;Mary Kay Kazakhstan;ps_full_184
2415;ИС Параграф;ps_full_185
2416;КЦМР;kcmr
2417;КЦМР;kcmr_full
2418;Начисленное вознаграждение;accrued_compensation
2419;Создать ключи;vc_keysRequest
2420;Добавить тип;signingrules_addDocType
2421;Символ;currency_currencycode
2422;Значение;global_settings.constants.table.col.value
2423;Название календаря;calendarName
2424;Утверждён;approved
2425;Создание Типа документа;creatingDocType
2426;Плательщик;paymentOrder_payerDetail
2427;IP терминала;requests_terminal
2428;Неверный email;common_incorrectEmail
2429;Старт;jobs.started
2430;Подтверждение пароля;customeruser_passwordConfirmation
2431;Просмотреть;organizations_details
2432;Создать новый Модуль системы;createNewSystemModule
2433;Первый и второй символы должны быть KZ.;paymentOrder_valid_firstCharsKZ
2434;Общее;companyPersonEdit_maintabTitle
2435;Имя;paymentOrder_firstName
2436;Канал отправки уведомлений;sendingNotificationsChannel
2437;Создание страны;countryCreating
2438;Подтвердите действие:;common_confirmAction
2439;Информация из Банка;paymentOrder_bankInfo
2440;Действия;operationsWithCardProductType
2441;Причина блокировки/ареста;common_arrestBlockReason
2442;Добавить новую валюту;currency_addnewcurrency
2443;Просмотр / Редактирование Шаблона  Пенсионного отчисления;paymentOrder_viewEditPensionTemplate
2444;Создание банка;bankCreating
2445;Создание многофакторной авторизации;authfactorcreate_title
2446;Наименование;paymentOrder_payerName
2447;Действия;operationsWithDocStatus
2448;Сертификаты пользователя;userCertificates
2449;Тип документа;createDemandType_documentType
2450;Реквизиты - Пенсионные, социальные отчисления;detailsPensionSocialContributions
2705;Неверный формат;invalidFormat
2451;КБК с таким кодом уже существует;kbkCodeAlreadyExists
2452;Состояние кредита;creditState
2453;Валюта займа;loanCurrency
2454;Получатель;invoice_receiver
2455;Ошибка загрузки текущего календаря. Перезагрузите страницу или попробуйте позже;currentCalendarLoadingErrorReload
2456;Выполнен;common_done
2457;Международный почтовый адрес;intPostAddress
2458;Создать новую Причину блокировки карты;createCardBlockReason
2459;Организация по умолчанию;personal_default_org
2460;Это поле не должно превышать 128 символа!;noMore128Symbols
2461;Типы работ;navigation_jobsType
2462;Просмотр / Редактирование Шаблона Платежного поручения;paymentOrder_viewEditTemplate
2463;Отменить выделение;grid_cancelselection
2464;Ошибка загрузки текущей валюты. Перезагрузите страницу или попробуйте позже;currency_error3
2465;Ошибка создания валюты. Перезагрузите страницу или попробуйте позже;currency_error2
2466;Ошибка обновления валюты. Перезагрузите страницу или попробуйте позже;currency_error1
2467;Не важен;signingrules_withoutorder
2468;Код не должен превышать 6-х цифр;noMore6Digits
2469;Модуль системы с таким кодом уже существует;systemModuleWithSameCodeAlreadyExists
2470;Массовая рассылка;multicasting_packTitle
2471;Создание Шаблона Пенчионного отчисления;paymentOrder_addNewPensionTemplate
2472;Ф.И.О. измененного пользователя;events_subjectname
2473;Счет плательщика;domTransfer_payerAccount
2474;Настроить выдаваемые валюты;customizeIssuedCurrency
2475;Валюта счета взимания комиссии;intTransfer_feeCurrency
2476;Статус публикации: не опубликовано;createDemandType_statusPublishedFalse
2477;Текущий email;personal_currentEmail
2478;История действия;events_title
2479;Раздел;page_menudetailstitle
2480;Статус;common_status
2481;Просмотр и редактирование Вида карточных продуктов;viewingEditingCardProductType
2482;Наименование;paymentOrder_recipientName
2483;Настройки фильтра счетов;demandType_filterSettings
2484;Block requisites: document;documentBlock
2485;Привилегии;companyPersonEdit_privilegestabTitle
2486;Новый;ps_New
2487;Менеджеры организации;common_managers
2488;Создать сотрудника;employee_createEmployee
2489;Организация;common_organization
2490;Сообщение из банка;common_MasageFromBank
2491;Просмотр и редактирование Типа письма;viewingEditingLetterType
2492;Сумма возврата;refunds.amount
2493;Количество неправильных паролей;customeruser_incorrectPasswordCount
2494;Редактирование задачи;jobs.edit_job.title
2495;Дата создания документа;common_documentDate
2496;Имя;customeruser_firstName
2497;Счет депозита;depositAccount
2498;Отказать;action_reject
2499;Платежное поручение;domTransfer_paymentOrder
2500;Содержание ответа;requests_response
2501;Счет;senderAccount
2502;Остаток на счете;paymentOrder_accountBalanceKZT
2503;Категории заявлений;CodeCategory_labelReference
2504;Плательшик;invoice_payer
2505;БИН получателя;receiversBIN
2506;Тип уведомлений;alertsType
2507;Сумма списания по;accTransfer_debitAmountTo
2508;Статус;customeruser_status
2509;Статус документа;common_docStatus
2510;Имя получателя;domTransfer_receiverName
2511;Детали заблокированой суммы;blockedAmountDetails
2512;Ошибка при создании календаря. Возможно это дубликат?;savingCalendarError
2513;тип поля;field_type
2514;ид;CodeCategory_id
2515;Добавить счет;signingrules_addAccount
2516;Дата создания;news_createDate
2517;Закрытый;ps_Closed
2518;Сумма;invoice_amount
2519;Курсы валют;navigation_handbookExchangeRates
2520;Действие менеджера;events_manageraction
2521;Список работ;jobs.List
2522;Наименование получателя;transferRequisites_recipientName
2523;НДС сумма KZT;paymentOrder_vatKZT
2524;Ваша сессия закрыта администратором банка;errorpage419_title
2525;Все события выбраны;events_allselected
2526;Регистрация нового менеджера;managers_add
2527;Детали заявления;demandCreate_demandDetail
2528;Заканчивая датой;standing.order.to.date
2529;Создание Платежного поручения;paymentOrder_addNewOrder
2530;№ счёта, Наименование организации, БИН организации;accountNumberOrgNameOrgBin
2531;Комиссия;paymentOrder_commission
2532;Статус OTP токенов;otpTokensStatus
2533;IP адрес;sessions_terminalip
2534;Документы;navigation_documents
2535;Просмотр и редактирование Модуля системы;viewingEditingSystemModule
2536;Введите имя шаблона;Payment_action_inputTemplateName
2537;Советы по безопасности;login_tips
2538;Текущий телефон;personal_currentPhone
2539;Описание КБК;paymentOrder_budgetCodeDescription
2540;Максимальное количество неправильных паролей;customeruser_maxIncorrectPasswordCount
2541;Срок действия счета;accountValidity
2542;Новый пользователь;customerUser_add
2543;Сумма;paymentOrder_amount
2544;Виды депозитных продуктов;depositProductTypes
2545;Просмотр истории блокировок/разблокировок карты;viewHistoryCardLockUnlock
2546;Запросы на перевыпуск сертификатов;certificationRequests
2547;Настраивается клиентом;notificationtype_iseditablebyclient
2548;Курс;accTransfer_rate
2549;Масштаб курса;exchangeRates_courseScale
2550;Вы действительно хотите удалить Вид депозитных продуктов №;sureYouWantDeleteDepositProductType
2551;Типы комиссий;feesTypes
2552;Привилегии;roles_privileges
2553;ИИН/БИН плательщика;domTransfer_payerTaxCode
2554;КБЕ:;KBE
2555;Вход до;companyperson_validto
2556;Национальное название;district_name
2557;Курс валют отсутствует;paymentOrder_exchangeRateEmpty
2558;Сумма;notification_amount
2559;Неверный пароль;personal_incorrectPass
2560;Наименование;global_settings.constants.table.col.name
2561;Справочники;navigation_handbooks
2562;КБК;paymentOrder_budgetCode
2563;Направление;direction
2564;№ отзыва;withdraw_num
2565;Создать правило для подписи;signingrules_add
2566;БИК Банка Плательщика;transferRequisites_payerBankCode
2567;Город с таким кодом уже существует;cityWithSameCodeAlreadyExists
2568;Порядок;signingrules_order
2569;Подразделение;manager_subdivision
2570;Дата документа;withdraw_doc_date
2571;ИИН Организации;common_orgTaxCode
2572;Факторы авторизации;companyPersonEdit_authtabTitle
2573;Международный перевод валюты;intTransfer_title
2574;ИИН/БИН отправителя;invoice.payer.bin
2575;Шаблоны;common_Templates
2576;Введите пароль для хранилища ключей;docSigning_inputProfilePassword
2577;Текущий остаток;currentBalance
2578;Группы констант;navigation_group_constants
2579;Остаток вознаграждения в валюте займа;balanceRemunerationCurrencyLoan
2580;Блокирован;signingrules_notactive
2581;Трехсимвольный код;threeSymbolCode
2582;Виды счетов;accountTypes
2583;Сокращенное название;shortName
2584;Изменение области;districts_update
2585;Настроить принимаемые валюты;customizeAcceptedCurrency
2586;Это поле не должно превышать 255 символа!;noMore255Symbols
