id;ru;ua;translation_key
2326;РЦКУ-Кызылорда [КазТрансГазАймак, ВДГО, прочие];РЦКУ-Кызылорда [КазТрансГазАймак, ВДГО, прочие];ps_full_95
2327;  Согринская ТЭЦ АЭС;  Согринская ТЭЦ АЭС;ps_full_96
2328;  ПавлодарЭнергоСбыт ЕРЦ;  ПавлодарЭнергоСбыт ЕРЦ;ps_full_97
2329;ТОО "Шахтинсктеплоэнерго";ТОО "Шахтинсктеплоэнерго";ps_full_98
2330;ТОО "Павлодар-водоканал";ТОО "Павлодар-водоканал";ps_full_99
2331;Батыс Энерго Ресурсы;Батыс Энерго Ресурсы;ps_full_100
2333;ОҢАЙ – Транспортная карта г.Алматы;ОҢАЙ – Транспортная карта г.Алматы;ps_full_102
2334;ТОО «САПАР» (www.avokzal.kz);ТОО «САПАР» (www.avokzal.kz);ps_full_103
2335;E-gov (Электронное правительство)*;E-gov (Электронное правительство)*;ps_full_104
2336;Оплата штрафов ПДД (г.Алматы)*;Оплата штрафов ПДД (г.Алматы)*;ps_full_105
2337;Оплата штрафов ПДД (РК)*;Оплата штрафов ПДД (РК)*;ps_full_106
2338;Mamba.ru;Mamba.ru;ps_full_107
2339;Lava-Online, ;Lava-Online, ;ps_full_108
2340; Дозоры,; Дозоры,;ps_full_109
2341;[AtomFishing] Сервер Экстрим, ;[AtomFishing] Сервер Экстрим, ;ps_full_110
2342;[AtomFishing] Сервер Возвращение, ;[AtomFishing] Сервер Возвращение, ;ps_full_111
2343;Xcraft.ru,;Xcraft.ru,;ps_full_112
2344;GameXP,;GameXP,;ps_full_113
2345;The War Z, ;The War Z, ;ps_full_114
2346;Battle of Immortals, ;Battle of Immortals, ;ps_full_115
2347;Территория 2, ;Территория 2, ;ps_full_116
2348; Последний предел,; Последний предел,;ps_full_117
2349; Tanki online, ; Tanki online, ;ps_full_119
2350; Bloody World, ; Bloody World, ;ps_full_120
2351;Gamenet, ;Gamenet, ;ps_full_121
2352;One World, ;One World, ;ps_full_122
2353;Садовая империя, ;Садовая империя, ;ps_full_123
2354;Лордмансер, ;Лордмансер, ;ps_full_124
2355; Zzima.com,; Zzima.com,;ps_full_125
2356;Поднебесье, ;Поднебесье, ;ps_full_126
2357; Murclub.ru, ; Murclub.ru, ;ps_full_127
2358;Осада Онлайн, ;Осада Онлайн, ;ps_full_128
2359;Silkroad Online, ;Silkroad Online, ;ps_full_129
2360;Kw.rambler.ru, ;Kw.rambler.ru, ;ps_full_130
2361;Моя деревня, ;Моя деревня, ;ps_full_131
2362;My lands, ;My lands, ;ps_full_132
2363;Варвары, ;Варвары, ;ps_full_133
2364;JagPlay, ;JagPlay, ;ps_full_134
2365;Mgates, ;Mgates, ;ps_full_135
2366;Войны мафии, ;Войны мафии, ;ps_full_136
2367;  Острова, ;  Острова, ;ps_full_137
2368;Peredovaya, ;Peredovaya, ;ps_full_138
2369;Звездные бои,;Звездные бои,;ps_full_139
2370;Гарена, ;Гарена, ;ps_full_140
2371;Королевство;Королевство;ps_full_141
2372;Ганджубасовые войны;Ганджубасовые войны;ps_full_142
2373;Carnage;Carnage;ps_full_143
2374;11х11 футбольный Менеджер;11х11 футбольный Менеджер;ps_full_144
2375;Sky2Fly;Sky2Fly;ps_full_145
2376;Герои войны и денег;Герои войны и денег;ps_full_146
2377;U.N.I.T.;U.N.I.T.;ps_full_147
2378;NeverLands;NeverLands;ps_full_148
2379;Гладиаторы;Гладиаторы;ps_full_149
2380;BananaWars;BananaWars;ps_full_150
2381;Overkings;Overkings;ps_full_151
2382;Haddan;Haddan;ps_full_152
2383;Грани реальности;Грани реальности;ps_full_153
2384;Xsolla ;Xsolla ;ps_full_154
2385;VK реклама;VK реклама;ps_full_155
2386;Steam (M);Steam (M);ps_full_156
2387;World of Tanks (M);World of Tanks (M);ps_full_157
2388;ТОО «Букмекерская контора «OLIMP KZ»;ТОО «Букмекерская контора «OLIMP KZ»;ps_full_158
2389;Букмекерская контора ТОО «PROFIT Betting» ( www.profitbet.kz);Букмекерская контора ТОО «PROFIT Betting» ( www.profitbet.kz);ps_full_159
2390;ТОО Букмекерская контора Гол+Пас;ТОО Букмекерская контора Гол+Пас;ps_full_160
2391;Альпари;Альпари;ps_full_161
2392;e-KZT;e-KZT;ps_full_162
2393;ТОО «Редпрайс» (www.chocolifeme.kz);ТОО «Редпрайс» (www.chocolifeme.kz);ps_full_163
2394;ТОО "БиСмарт" (besmart.kz);ТОО "БиСмарт" (besmart.kz);ps_full_164
2395;ТОО Мир купонов;ТОО Мир купонов;ps_full_165
2397;LR Health and Beauty Systems;LR Health and Beauty Systems;ps_full_167
2398;ShopInfo.kz;ShopInfo.kz;ps_full_168
2399;ТОО «INFOSMS.KZ»;ТОО «INFOSMS.KZ»;ps_full_169
2400;ТОО «Колёса» (www.kolesa,kz , www.krisha.kz);ТОО «Колёса» (www.kolesa,kz , www.krisha.kz);ps_full_170
2401;Газета Автомания;Газета Автомания;ps_full_171
2402;Газета Из рук в руки;Газета Из рук в руки;ps_full_172
2403;Газета Работа Сегодня;Газета Работа Сегодня;ps_full_173
2404;ТОО «ЭВБИКА»;ТОО «ЭВБИКА»;ps_full_174
2405;ТОО «Прометей-Б»;ТОО «Прометей-Б»;ps_full_175
2406;ТОО «Жедел-Сақшы»;ТОО «Жедел-Сақшы»;ps_full_176
2407;Жедел Кузет ;Жедел Кузет ;ps_full_177
2408;ТОО Кузет-Моторс;ТОО Кузет-Моторс;ps_full_178
2409;ТОО Кузет-Техмонтаж;ТОО Кузет-Техмонтаж;ps_full_179
2410;OLX.kz;OLX.kz;ps_full_180
2411;ТОО "Орифлэйм";ТОО "Орифлэйм";ps_full_181
2412;AVON;AVON;ps_full_182
2413;ТОО "Фаберлик - Казахстан";ТОО "Фаберлик - Казахстан";ps_full_183
2414;Mary Kay Kazakhstan;Mary Kay Kazakhstan;ps_full_184
2415;ИС Параграф;ИС Параграф;ps_full_185
3903;Конвертация валюты;Конвертація валюти;document_conversion
1564;конец;Кінець;ENDLowerCase
2642;Конец действия;Кінець дії;exchangeRates_end
3117;Конечное состояние;Кінцевий статус;documentHistory_endState
1194;Константы;Константи;m_constants
1497;Константы;Константи;global_settings.constants.table.name
2604;Константы;Константи;navigation_constants
2853;Константы;Константи;global_settings.constants.screen.list
1195;Конструктор заявлений;Конструктор заявок;m_constructor
3067;Конструктор заявлений;Конструктор заявок;navigation_demand_constructor
2040;Контакты банка;Контакти банку;property_BANK_CONTACTS
3878;Контакты службы клиентской поддержки:;Контакти служби клієнтської підтримки:;support_contacts
3631;Контрагент;Контрагент;counterparty
2982;Контрагенты;Контрагенти;counterparty_counterparties
3783;Контракты;Контракти;contracts
3923;Контроль НДС;Контроль ПДВ;constraint_vat
1535;Копировать заявление;Копіювати заяву;demandCreate_repeat
3627;Кор. счет;Кор.рахунок;intTransfer_correspondentAccount
3328;Кор. счет Банка;Кор.рахунок Банку;counterparty_bankAccount
2786;Кор. счет Банка Посредника;Кор.рахунок Банку Посередника;intTransfer_agentBankAccount
1049;Корпоративные карты;Корпоративні карти;translation_1
1155;Корпоративные карты;Корпоративні карти;m_corp_cards
3300;Корреспондентский счёт банка;Кореспондуючий рахунок банку;banks_correspondentBankAccount
1960;Косметика;Косметика;сosmetics
1961;Косметика;Косметика;сosmetics_full
3351;КПП;КПП;intTransfer_recipientKpp
3444;КПП;КПП;counterparty_kpp
2955;Краткое имя;Скорочене ім'я;manager_shortName
3485;Краткое имя;Скорочене ім'я;customeruser_shortName
1284;Кредит;Кредити;custom_field_credit
1690;Кредитный;Кредитний;acc_credit
1048;Кредиты;Кредити;demand_credits
1154;Кредиты;Кредити;m_credits
2885;Кредиты;Кредити;navigation_credits
1298;КРОСС;КРОС;exchange_rate_cross
1400;Кросс-курс;Крос-курс;CROSS
1451;Кросс-курс безналичный;крос-курс безготівковий;CASHLESS_CROSS_COURSE
3294;Кросс-курс безналичный;крос-курс безготівковий;exchangeRates_cross
1742;Круглосуточно;Цілодобово;work_24_hours
1958;Купонные сервисы;Купонні сервіси;cuppons
1959;Купонные сервисы;Купонні сервіси;cuppons_full
1673;Купюрность;Купюрність;denomination
2548;Курс;Курс;accTransfer_rate
1085;Курс валют;Курс валют;translation_12
3557;Курс валют;Курс валют;navigation_exchangeRates
2557;Курс валют отсутствует;Курс валют відсутній;paymentOrder_exchangeRateEmpty
2978;Курс валюты;Курс валюти;exchangeRates_course
1986;Курс даной пары валют не найден;Курс даної пари валют не знайдено;rate_invalid_data
3197;Курс исполнения по;Курс виконання по;accTransfer_rateTo
2656;Курс исполнения с;Курс виконання з;accTransfer_rateFrom
3066;Курс не известен;Курс невідомий;exchangeRates_exchangeRatesAreNotKnown
2970;Курс покупки;Курс купівлі;exchangeRates_coursePurchase
1816;Курс покупки не может быть равен курсу продажи;Курс купівлі не має дорівнювати курсу продажу;exchangeRate.equal.amount
3123;Курс продажи;Курс продажу;exchangeRates_courseSale
2607;Курс сделки;Курс угоди;paymentOrder_exchangeRate
2519;Курсы валют;Курси валют;navigation_handbookExchangeRates
3394;Курсы валют;Курси валют;exchangeRates_exchangeRates
2416;КЦМР;КЦМР;kcmr
2417;КЦМР;КЦМР;kcmr_full
3079;Лимит;Ліміт;creditLimit
