en;ru;kk;translation_key;output_channel
Calendar is saved!;Календарь сохранён!;Күнтізбе сақталды!;calendarIsSaved;W
Payee's BIN/IIN;БИН/ИИН Получателя;Алушының БСН/ЖСН;paymentOrder_recipientCode;W
EDS certificates;Сертификаты ЭЦП;ЭСҚ Сертификаттары;certificate.ds;W
Registration date;Дата регистрации;Тіркеу күні;organizationsCreate_registrationDate;W
Non-withdrawable balance;Неснимаемый остаток;Шешілмейтін қалдық;minimumBalance;W
Phone;Телефон;Телефон;common_phone;W
Type of cards with this code is already exists;Вид карточных продуктов с таким кодом уже существует;Мұндай кодымен карталық өнімдердің  түрі ендіге жоқ;cardProductTypeAlreadyExists;W
Actions ;Действия;Әрекеттер;districts_operations;W
Module Status;Состояние модуля;Модуль жағдайы;jobs.jobState;W
Task management;Управления задачами;Міндеттерді басқару;navigation_job_management;W
Status;Статус;Мәртебе;EventsExcelCreator.Status;W
Enter password;Введите пароль;Құпиясөзді енгізіңіз;docSigning_inputPassword;W
Payment details;Детали платежа;Төлемнің егжей-тегжейлері;paymentOrder_detail;W
Write-off amount from;Сумма списания с;Есептен шығару сомасы;accTransfer_debitAmountFrom;W
Actions ;Действия;Әрекеттер;calendarOperation;W
Issued the tranche;Выдать транш;Транш беру;actions_issueTranche;W
Pension contribution;Пенсионное отчисление;Пенсионное отчисление;domTransfer_pensionContribution;W
SMS;SMS;SMS;customeruser_sms;W
Actions with a message;Дейсвия с письмом;Хатпен әрекеттер;letterActions;W
Type of ownership;Форма собственности;Меншік түрі;common_ownership;W
Notification settings;Настройки оповещений;Хабарлауларды  баптаулар;notification_title;W
Publication date;Дата публикации;Жариялау күні;multicasting_publicationDate;W
View and Editing the ATM / branch / terminal;Просмотр и редактирование Банкомата/отделения/терминала;Банкоматты / бөлімшені / терминалды қарау және редакциялау;viewingEditingAtmBranchTerminal;W
Create new pension contribution;Создание Пенсионного отчисления;Создание Пенсионного отчисления;paymentOrder_addNewPensionContribution;W
Payer's BIN;БИН плательщика;Төлеушінің БСН;payersBIN;W
Not paid;Не оплачен;Төленген жоқ;document.state.Accepted;W
Password identifier;Идентификатор пароля;Құпиясөзді сәйкестендіргіш;customeruser_passwordId;W
Subject;Тема;Тақырып;subject;W
New;Новое;Жаңа;itNew;W
Base currency and second currency cannot have the same isoCode;Базовая валюта и вторая валюта не могут иметь один и тот же isoCode;Базалық мен екінші валютаның бір  isoCode болмайды;exchangeRate.currency.id.conflict;W
Document №, type of statement ;№ документа, тип заявления;Құжаттың №, өтініш түрі;demand_serchHint;W
Availability in chat;Доступность в чате;Чатта қолжетімділік;managerView_isChat;W
Интернет-протокол;IP;IP;events_terminal;W
Position;Должность;Лауазымы;customeruser_position;W
Beneficiary bank;Банк Посредник;Банк Делдал;intTransfer_agentBankRequisites;W
